empresa,nome_vaga,localidade,descricao,requisitos,link,data_etl
GEX,Analista de Dados Sênior - Marketing Digital,Remota,"O time da GEX é formado por pessoas com garra — que aprendem fazendo, se envolvem de verdade com o que entregam e levam o trabalho a sério. Nos esforçamos todos os dias com o propósito de levareducação, saúde e qualidade de vidapara milhares de pessoas ao redor do mundo, com responsabilidade e honestidade. Aqui, valorizamos quem propõe, se envolve e tem vontade de crescer no time.Se você quer fazer parte de uma equipe colaborativa e que trabalha com intensidade, se inscreva e venha viver essa jo...",Não informado,https://gex.inhire.app/vagas/d631ac38-683f-45f3-9e31-718b90100807/analista-de-dados-senior-marketing-digital,2026-03-17 14:56:50
GRUPOESCALAR,Analista de Dados,presencial,"Missão do Cargo: Atuar como pilar de estruturação, controle e melhoria contínua da área de dados, promovendo uma cultura de agilidade, entregas com valor e visão estratégica. Será responsável por organizar os bancos de dados, facilitar as cerimônias ágeis e garantir a qualidade das entregas e da informação. Ser um protagonista na transformação digital. ",Superior em andamento ou completo; | Excel avançado,https://grupoescalar.inhire.app/vagas/101330a9-7ad3-4f8e-aed8-2d9a236eb62c/analista-de-dados,2026-03-17 14:57:12
KPMG,Analista de Dados,Não informado,"Inclusão e respeito à diversidade e equidade fazem parte do DNA da KPMG. Aqui valorizamos todas as pessoas, encorajando e empoderando os nossos profissionais para que se sintam parte das nossas conquistas. Independente da sua idade, gênero, raça, cor, credo, orientação, sexual, etnia, origem nacional ou deficiência, te convidamos a fazer a diferença. Venha fazer parte do time KPMG!","Formação em Ciência da Computação, análise e desenvolvimento de sistemas e áreas afins. | Capacidade de explicar conceitos técnicos de maneira clara e acessível para diferentes públicos. | Bons conhecimentos em Python. | Possuir experiência com SQL, Spark e databricks. | Desejável Power BI básico",https://kpmg.inhire.app/vagas/813d27b0-d4ea-4558-ac85-c23e781625a1/analista-de-dados,2026-03-17 14:59:47
LIVEMODE,Analista de Dados de Plataformas (IA),Presencial,"Claro, a paixão por esportes é indiscutível, mas também somos grandes amantes de inovação constante! Buscamos soluções digitais que conectem clubes, federações, ligas e marcas ao público de forma eficaz e inovadora. Nosso objetivo é construir um ecossistema que sustente o esporte nas próximas décadas, integrando o melhor do digital e da TV. É assim que estamos fazendo história e queremos encontrar mais pessoas que acreditem no potencial do que estamos construindo e queiram fazer parte disso. Dit...","Experiência prática e comprovada com IAaplicada à análise de dados; | Sólido conhecimento de métricas de redes sociais e da lógica de funcionamento e distribuiçãode conteúdonas principais plataformas (Instagram, TikTok, YouTube, WhatsApp, X); | Perfil analítico com forte orientação por dados,capaz de embasar recomendações em padrões e evidências concretas; | Autonomia para estruturar processos,priorizar entregas e gerar resultado; | Comunicação clara para traduzir análisesem direcionamentos objetivos para times não-técnicos.",https://livemode.inhire.app/vagas/a8ef055b-9501-44a1-b830-c5259ce76924/analista-de-dados-de-plataformas-ia,2026-03-17 15:01:16
MJV,Analista DataViz,Não informado,"Descrição da Vaga:Buscamos um(a) Analista Data Viz com forte capacidade analítica e senso estético apurado para desenvolver dashboards interativos, intuitivos e eficientes. A pessoa será responsável por transformar dados em insights visuais claros, garantindo a melhor experiência para os usuários e stakeholders. Responsabilidades: Desenvolver dashboards e relatórios interativos em Power BI, com foco em usabilidade e performance.",Não informado,https://mjv.inhire.app/vagas/af15c708-a2e5-424a-89e6-3099177b2cec/analista-dataviz,2026-03-17 15:02:21
MJV,Cientista de Dados,Remota,"Sobre Nós:A MJV Technology & Innovation é uma consultoria global com escritórios na Europa, América Latina e América do Norte. Atuamos como parceiros dos nossos clientes para identificar criativamente oportunidades que inspirem crescimento e promovam mudanças, com foco em transformações empresariais por meio de Design Thinking e estratégias digitais.https://www.mjvinnovation.com Descrição da Vaga: Perfil esperado:","Formação em áreas quantitativas (Estatística, Matemática, Física, Engenharia, Ciência da Computação ou áreas correlatas); | Experiência prática com Python para análise de dados e modelagem; | Conhecimento sólido de SQL; | Boa base em estatística, probabilidade e análise de dados; | Capacidade de aprender rapidamente novos domínios e contextos;",https://mjv.inhire.app/vagas/2882f0aa-cf0a-46f8-9510-622b47530230/cientista-de-dados,2026-03-17 15:03:35
MJV,Engenheiro(a) de Dados,remoto,"Sobre Nós:A MJV Technology & Innovation é uma consultoria global com escritórios na Europa, América Latina e América do Norte. Atuamos como parceiros dos nossos clientes para identificar criativamente oportunidades que inspirem crescimento e promovam mudanças, com foco em transformações empresariais por meio de Design Thinking e estratégias digitais.https://www.mjvinnovation.comTarefas Principais: Projetar, desenvolver e manter soluções e sistemas de dados escaláveis utilizando Python na Google ...","Licenciatura ou Mestrado em Ciência da Computação, Engenharia, Matemática ou área relacionada. | Capacidade de comunicar de forma fluente e independente em Português e Inglês, tanto oralmente como por escrito. | Forte proficiência em Python para engenharia de dados, incluindo perícia em bibliotecas e frameworks para manipulação de dados (ex: pandas, NumPy) e programação assíncrona. | Experiência demonstrada com os serviços principais da Google Cloud Platform (GCP), tais como Cloud Run, Cloud Functions, Pub/Sub e Dataflow. | Experiência comprovada com o Google Agent Development Kit e na construção/implementação de agentes de GenAI ou soluções de IA conversacional na GCP.",https://mjv.inhire.app/vagas/b5795d53-ecb2-40f4-b0df-4d6785c2b45b/engenheiroa-de-dados,2026-03-17 15:04:17
MJV,Especialista de Dados (Pré-Vendas / Consultoria),Não informado,"Sobre a posição: Buscamos um(a) Especialista de Dados para atuar na frente de pré-vendas e consultoria técnica, apoiando nossas áreas comerciais e de entrega na construção de soluções de dados. É um papel estratégico que exige capacidade de dialogar com gestores, diretores e C-level, traduzindo necessidades de negócio em propostas técnicas consistentes. Principais Responsabilidades",Não informado,https://mjv.inhire.app/vagas/457b64dc-9b74-4cf3-8433-440691dcfb86/especialista-de-dados-pre-vendas-consultoria,2026-03-17 15:04:25
NOMADGLOBAL,Analista de Dados Sênior (Crédito),Remota,"O nosso produto chegou às lojas de aplicativos em novembro de 2020. De lá pra cá, mais de 3,5 milhões de pessoas descobriram com aNomadas vantagens de uma vida financeira internacional sem fronteiras e a nossa jornada está apenas começando. Nos orgulhamos em lançar produtos e serviços inovadores, provando que é possível ser global sem dor de cabeça e que investir em dólar pode ser para todo mundo. Para quem é Nomad, não existe ponto final. Continuamos evoluindo, inventando e reinventando. Transf...",Não informado,https://nomadglobal.inhire.app/vagas/4ce414fd-057d-401d-a45c-58f134eacc04/analista-de-dados-senior-credito,2026-03-17 15:05:54
PAYTRACK,Analista de Dados - CS (RevOps) | Blumenau,Presencial,"Se você é apaixonado por resolver problemas e desenvolver soluções, e quer trabalhar com tecnologias de ponta em um ambiente dinâmico, esta vaga é para você! Somos umascale-upcom resultados incríveis, crescendo rápido e ainda com muito a ser estruturado, criado, testado, adaptado, expandido - grande oportunidade para colocar em prática seus conhecimentos, ser muito reconhecido, deixar sua marca na nossa história (e uma marcona no seu currículo). Buscamos resultados ambiciosos para os próximos an...",Não informado,https://paytrack.inhire.app/vagas/fad74a30-4453-4ca9-9796-03048c30e788/analista-de-dados-cs-revops-or-blumenau,2026-03-17 15:07:00
QIVE,ANALISTA DE DADOS SENIOR,Remota,"Quem somos Na Qive, simplificamos o complexo para impulsionar o crescimento das empresas no Brasil. Transacionamos mais de 3,8 bilhões de notas fiscais e conectamos mais de 140 mil empresas, criando um elo poderoso entre o fiscal e o financeiro. Desde o início, projetamos soluções digitais que revolucionam o dia a dia das pessoas e empresas, sempre com a missão de tornar processos complexos mais simples, eficientes e eficazes. Sonhamos grande e agimos rápido, enfrentando desafios com entusiasmo ...","Experiência com análise de dados, BI ou áreas correlatas. | Experiência sólida como Analista de Dados, BI ou Analytics em ambientes de dados complexos. | Domínio deSQL, especialmente em ambientes analíticos (BigQuery ou similares). | Experiência prática comBigQuerypara consultas, modelagem e otimização de dados. | Experiência comDataformou ferramentas equivalentes de transformação e orquestração de dados.",https://qive.inhire.app/vagas/0be918a8-b53e-428d-a478-3bf95d7e043a/analista-de-dados-senior,2026-03-17 15:08:57
RADIX,Profissional  Cientista de Dados Sênior,Remota,"A primeira coisa que você precisa saber é que aqui você não vai cair na rotina. A Radix desenvolve soluções para empresas de diferentes setores e indústrias. Cada projeto tem suas tecnologias, soluções e prazos e você terá oportunidade de atuar e experimentar diferentes desafios. Além da nossa atuação pelo Brasil, com escritório no Rio de janeiro, São Paulo e Belo Horizonte, temos também filiais nos Estados Unidos, fazendo com que a Radix se consolide cada vez mais como uma empresaglobal. Quer f...",Não informado,https://radix.inhire.app/vagas/d7c2a00b-bb75-4e28-bd3b-943728e84f04/profissional-cientista-de-dados-senior,2026-03-17 15:09:20
UPFLUX,Analista Funcional (Processo & Dados) | Pleno,Remota,"Buscamos uma pessoaAnalista Funcionalpara atuar nagestão e implantação de projetos em saúde, sendo responsável por conectar as necessidades do negócio e da área clínica às soluções técnicas e analíticas da plataforma.Essa posição atua de ponta a ponta nos projetos, garantindogovernança, qualidade das entregas e sustentação, em ambientes complexos e altamente regulados.  ","Experiência comimplantação e/ou gestão de projetosem ambientes tecnológicos; | Forte capacidade decomunicação e tradução entre cliente e time técnico; | Vivência comlevantamento de requisitos, análise funcional e mapeamento de processos; | Experiência comgestão de demandas, priorização e acompanhamento de entregas; | Familiaridade com ferramentas comoJIRA, Notionou similares;",https://upflux.inhire.app/vagas/13e2be86-4468-4545-855b-4b54bc862ff8/analista-funcional-processo-and-dados-or-pleno,2026-03-17 15:12:52
UPFLUX,Engenheiro de Dados & Valor,Não informado,"Buscamos um Arquiteto de Soluções e Dados com perfil consultivo e visão sistêmica para a área de Engenharia de Valor, sendo o elo técnico em pré-vendas que viabiliza a materialização de Process Intelligence em ROI para nossos clientesEnterprise. Além de ser responsável pela infraestrutura de dados na pré-venda, atuará como um facilitador estratégico, entrando em discussões de alto nível com times de TI e Segurança da Informação.  Design de Integração:Projetar e viabilizar arquiteturas de extraçã...","Sólida experiência em arquitetura de dados, incluindo design de APIs, Webhooks, infraestrutura Cloud e microserviços;",https://upflux.inhire.app/vagas/1d68828f-73d2-4c71-9a5d-db83eb909f06/engenheiro-de-dados-and-valor,2026-03-17 15:13:00
UPFLUX,Engenheiro de Dados Python | Pleno/Senior,Remota, A UpFlux é a primeira plataforma de Process Mining do Brasil! 🚀 A nossa missão é gerenciar e melhorar a eficiência operacional de processos através do mapeamento de ineficiências com uso de inteligência artificial.,"Experiência com Python; | Bibliotecas (Pandas, NumPy, Polars, etc...); | Conhecimento em processamento de grandes volumes de dados; | Conhecimento em bancos de dados relacionais e não relacionais; | Conhecimento em APIs REST;",https://upflux.inhire.app/vagas/3bb9a78d-547e-453a-b6eb-251582507afa/engenheiro-de-dados-python-or-plenosenior,2026-03-17 15:13:07
CRMBONUS,Gerente de Engenharia de Dados e Governança de Dados,Não informado,Responsabilidades Requisitos Skills Comportamentais,"Experiência consolidada em áreas relacionadas com dados, com atuação em arquiteturas modernas. | Domínio de ferramentas e soluções de integração, processamento e orquestração (ex.: Databricks, Spark, Airflow, DBT, Kafka). | Forte entendimento de estruturas de dados, modelagem, particionamento, performance e pipelines distribuídos. | Experiência prática com governança de dados: catálogo, linhagem, DQ, políticas de acesso, LGPD. | Vivência com cloud (Azure, AWS ou GCP) e boas práticas de FinOps e otimização de custos.",https://crmbonus.inhire.app/vagas/91a7fa0d-8698-4ebe-9a3a-73b771d42b35/gerente-de-engenharia-de-dados-e-governanca-de-dados,2026-03-17 15:16:44
SOLUTIS,Analista de Banco de Dados Sênior | Presencial - Salvador BA,remoto,"Descrição da vagaEstamos em busca de alguém como você, que deseja iniciar uma nova jornada na área de Suporte de Serviços de TI (Banco de Dados) para impactar pessoas, clientes e sociedade. Nós, da Solutis, temos um desafio apaixonante, com o melhor ecossistema de uma Agile Company.Estamos com a posição de Analista de Tecnologia – Banco de Dados que envolve criatividade, proatividade, desenvolvimento ágil e que permite compartilhamento constante de conhecimentos. Somos um mundo plural, que promo...",Não informado,https://solutis.inhire.app/vagas/d7d65bd6-b266-4c74-955b-6e06d5c3b76a/analista-de-banco-de-dados-senior-or-presencial-salvador-ba,2026-03-17 15:17:35
GRUPOTAKING,Analista de Dados Pleno  - 26223,Não informado,"Profissional responsável por realizar análises de dados, cruzamento de informações e validações em ambiente de nuvem (GCP), com foco em garantir a integridade, consistência e confiabilidade dos dados corporativos. Atua como elo entre as áreas de negócio e tecnologia, interpretando demandas, executando consultas e apoiando decisões com base em evidências analíticas. Responsabilidades: - Executar análises de dados quantitativas e qualitativas, transformando dados brutos em informações relevantes;",Não informado,https://grupotaking.inhire.app/vagas/0fc29135-9101-46a2-a8cb-f44cbdddb253/analista-de-dados-pleno-26223,2026-03-17 15:18:30
GRUPOTAKING,Analista de Dados Pleno - 26225,Não informado,"Profissional responsável por realizar análises de dados, cruzamento de informações e validações em ambiente de nuvem (GCP), com foco em garantir a integridade, consistência e confiabilidade dos dados corporativos. Atua como elo entre as áreas de negócio e tecnologia, interpretando demandas, executando consultas e apoiando decisões com base em evidências analíticas.  Responsabilidades:",Não informado,https://grupotaking.inhire.app/vagas/60d363db-2aa5-4a8d-90fb-21ec21fe160a/analista-de-dados-pleno-26225,2026-03-17 15:18:38
GRUPOTAKING,Analista de Sustentação N1 - Dados (Azure & DevOps) - Pleno - 26181,Remota,"Estamos em busca de um(a) profissional para garantir a sustentação N1 dos ambientes de dados em Azure, assegurando disponibilidade e performance dos pipelines em produção, monitorando e tratando incidentes com precisão técnica, promovendo otimização e automação contínua, assegurando a integridade e qualidade dos dados e atuando de forma colaborativa com Engenharia, BI e áreas de negócio para entregas consistentes e alinhadas à estratégia da organização. Responsabilidades: - Atuar na sustentação ...",Não informado,https://grupotaking.inhire.app/vagas/5c061055-1865-49bd-98c1-63cffbd055aa/analista-de-sustentacao-n1-dados-azure-and-devops-pleno-26181,2026-03-17 15:18:46
CASHME,Engenheiro de Dados - Sênior,Remota,"Sobre o Desafio Na CashMe, dados não são apenas relatórios, são o motor da nossa tomada de decisão. Estamos buscando uma pessoaEngenheira de Dados Sêniorque assuma compropriedadea nossa plataforma de dados. Nosso ambiente é híbrido: temos uma stack moderna consolidada (Snowflake, dbt, Airflow, AWS), ferramentas de ingestão de mercado (Skyvia, Stitch) e um legado pontual (Pentaho) que precisa ser migrado e desligado.","Graduação em Ciência da Computação, Engenharia da Computação, Sistemas de Informação ou áreas correlatas.",https://cashme.inhire.app/vagas/c22028d6-5dcb-41e8-aa6f-9d2e221be879/engenheiro-de-dados-senior,2026-03-17 15:19:22
CASHME,Estagiário de Dados – Foco em Inteligência Artificial,Remota,"Se você sonha em começar sua carreira em um ambiente inovador, com autonomia, protagonismo e grandes desafios, essa vaga é pra você!🌟 Estamos em busca de alguém apaixonado por tecnologia e curioso para explorar o universo da IA aplicada. Aqui, você terá a oportunidade de aprender com profissionais experientes, ganhar visibilidade em projetos de impacto real e crescer em uma empresa reconhecida pelo excelente clima e cultura para se trabalhar. ","Mobilizamos as pessoas certas para impulsionar sonhos, e assim, realizar o futuro de milhares de brasileiros; | Aqui você vai ter autonomia e vai enxergar um horizonte cheio de espaço para crescer e contribuir; | Temos uma liderança bem próxima e inspiradora; | Temos um ambiente colaborativo e de muito respeito; | Gostamos de celebrar momentos e resultados.",https://cashme.inhire.app/vagas/7208a506-4e1f-4de1-aeb7-5f9051644ef5/estagiario-de-dados-foco-em-inteligencia-artificial,2026-03-17 15:19:30
ELOGROUP,Líder Técnico de Ciência de Dados,Remota,"No time da EloGroup, o Especialista em ciência de dados tem um papel de referência técnica na execução de projetos. Assim, buscamos alguém para atuar na propagação de conhecimento e resolução de problemas de negócio desde o contexto inicial até a entrega da solução final, sendo liderança do time na execução e direcionando pares. Responsabilidades e atribuições Principais atividades:","Experiência liderando / orientando times de cientistas de dados; | Capacidade de construção de código Python de qualidade, com uso de bibliotecas eficientes, modularização de acordo com as funcionalidades desenvolvidas e documentação; | Experiência com bancos de dados relacionais (SQL); | Experiência com Spark / Pyspark para construção de pipelines de dados de alta volumetria; | Conhecimento sobre ferramental de Cloud Computing (Azure, AWS, GCP);",https://elogroup.inhire.app/vagas/90bf5ccb-adeb-4f8a-8dd4-27523a2e8dad/lider-tecnico-de-ciencia-de-dados,2026-03-17 15:20:08
ELOGROUP,Processo Seletivo 2026 - Cientista de Dados Júnior,Remota,"Sobre a EloGroup: Na EloGroup, somos movidos por desafios e guiados por um mindset digital. Combinamos Tecnologia, Analytics e Gestão para ajudar organizações a destravarem seu potencial, resolvendo desafios do novo paradigma digital e gerando impacto para clientes, talentos e sociedade. Com mais de 800 EloGroupers espalhados pelo Brasil, atuamos lado a lado com nossos clientes, da estratégia à execução, para transformar ideias em realidade. Estamos sempre em busca de novos talentos para constru...","Capacidade de desenvolvimento de código Python para tratamento e manipulação de dados, com foco no ecossistema de dados (Pandas, Numpy, etc); | Entender com rapidez novos conceitos - você será exposto a diferentes contextos de negócio e é preciso absorver o necessário para aplicar no desenvolvimento de soluções técnicas; | Interesse de compreender os problemas de negócio relacionados ao desafio técnico do projeto; | Capacidade de gerar análises exploratórias conclusivas, extraindo insights de negócio; | Mindset de desenvolvimento ágil, focando na entrega de valor e melhorias.",https://elogroup.inhire.app/vagas/4d63d435-fe9a-4f02-9a10-872dc989989a/processo-seletivo-2026-cientista-de-dados-junior,2026-03-17 15:20:16
PROGRAMMERS,[Banco de Talentos] Cientista de Dados - Exclusiva para Profissionais com Deficiência (Home Office/Brasil),Remota,"NOSSO NEGÓCIO Aqui na Programmers, aceleramos grandes ideias com inovação e tecnologia. Com uma trajetória de mais de 30 anos, o que nos move são os desafios em construir ideias em soluções reais, para que nossos clientes sejam referências no segmento que atuam. Especialistas em desenvolvimento de software e inteligência de dados, temos uma relação de transparência, confiança, credibilidade e reconhecimento neste mercado.",Não informado,https://programmers.inhire.app/vagas/b90c9361-9c52-43ef-bfd9-6ac02743e3c4/banco-de-talentos-cientista-de-dados-exclusiva-para-profissionais-com-deficiencia-home-officebrasil,2026-03-17 15:24:01
PROGRAMMERS,Analista de Dados - AWS (Home Office/Brasil),Remota,"NOSSO NEGÓCIO Aqui na Programmers, aceleramos grandes ideias com inovação e tecnologia. Com uma trajetória de mais de 30 anos, o que nos move são os desafios em construir ideias em soluções reais, para que nossos clientes sejam referências no segmento que atuam. Especialistas em desenvolvimento de software e inteligência de dados, temos uma relação de transparência, confiança, credibilidade e reconhecimento neste mercado.","Familiaridade com técnicas de machine learning e sua aplicação na análise de dados; | Experiência com ferramentas de controle de versão, como Git; | Habilidade para trabalhar em ambientes ágeis, como Scrum ou Kanban; | Experiência no mercado financeiro.",https://programmers.inhire.app/vagas/1ac81a9f-f980-473f-8a7d-a87d491a4f6e/analista-de-dados-aws-home-officebrasil,2026-03-17 15:24:09
PROGRAMMERS,Cientista de Dados Sênior (Home Office/Brasil),Remota,"NOSSO NEGÓCIO Aqui na Programmers, aceleramos grandes ideias com inovação e tecnologia. Com uma trajetória de mais de 30 anos, o que nos move são os desafios em construir ideias em soluções reais, para que nossos clientes sejam referências no segmento que atuam. Especialistas em desenvolvimento de software e inteligência de dados, temos uma relação de transparência, confiança, credibilidade e reconhecimento neste mercado.",Não informado,https://programmers.inhire.app/vagas/f23dd04f-77f9-4c12-8a95-5b7c1c4a1fec/cientista-de-dados-senior-home-officebrasil,2026-03-17 15:24:17
